match_id,total_time_s,in_play_time_s,out_of_play_time_s,pct_in_play,total_time_min,in_play_time_min,is_pass,is_short_pass,is_long_pass,is_ground_pass,is_not_restart,short_pass_pct,ground_pass_pct,live_pct,sample_id,is_restart_pass,restart_p_m
3753993,5770.576,3335.7119999999977,2434.8640000000023,57.81,96.18,55.6,1009,454,555,624,913,0.4499504459861249,0.6184340931615461,0.9048562933597621,epl1516,96,1.7266187050359711
3753983,5822.898,3628.383,2194.515000000001,62.31,97.05,60.47,1092,419,673,754,1010,0.3836996336996337,0.6904761904761905,0.924908424908425,epl1516,82,1.3560443194972713
3754015,5645.93,3333.9480000000003,2311.982,59.05,94.1,55.57,1028,404,624,656,919,0.39299610894941633,0.6381322957198443,0.8939688715953308,epl1516,109,1.961490012596725
3754038,5772.517,3775.654000000001,1996.8629999999996,65.41,96.21,62.93,1107,472,635,720,1015,0.42637759710930445,0.6504065040650406,0.916892502258356,epl1516,92,1.4619418401398379
3754001,5971.71,3209.4140000000025,2762.295999999997,53.74,99.53,53.49,906,365,541,529,789,0.40286975717439294,0.5838852097130243,0.8708609271523179,epl1516,117,2.1873247335950645
3754007,5898.745999999999,3546.3700000000003,2352.375999999999,60.12,98.31,59.11,1004,341,663,674,911,0.3396414342629482,0.6713147410358565,0.9073705179282868,epl1516,93,1.5733378446963289
3754008,5931.337,3783.958,2147.379,63.8,98.86,63.07,980,357,623,685,897,0.36428571428571427,0.6989795918367347,0.9153061224489796,epl1516,83,1.3159980973521483
3754029,5831.332,3314.338000000002,2516.9939999999983,56.84,97.19,55.24,941,338,603,543,824,0.359192348565356,0.5770456960680127,0.8756641870350691,epl1516,117,2.118030412744388
3753995,5843.777,3284.034000000001,2559.742999999999,56.2,97.4,54.73,995,389,606,566,894,0.39095477386934674,0.5688442211055277,0.8984924623115578,epl1516,101,1.8454229855655035
3753999,5685.014,3435.744999999999,2249.269000000001,60.44,94.75,57.26,1022,458,564,633,933,0.4481409001956947,0.6193737769080235,0.9129158512720157,epl1516,89,1.5543136570031435
3754017,5708.874,3080.916,2627.958,53.97,95.15,51.35,905,386,519,503,796,0.4265193370165746,0.5558011049723757,0.8795580110497238,epl1516,109,2.122687439143135
3754006,5797.493,3083.2559999999985,2714.237000000002,53.18,96.62,51.39,823,310,513,365,720,0.37667071688942894,0.44349939246658565,0.8748481166464156,epl1516,103,2.004280988519167
3754023,6054.225,3244.495,2809.7300000000005,53.59,100.9,54.07,911,395,516,446,791,0.433589462129528,0.48957189901207465,0.8682766190998902,epl1516,120,2.2193452931385242
3753984,6073.539,3375.709999999999,2697.8290000000006,55.58,101.23,56.26,970,403,567,647,867,0.4154639175257732,0.6670103092783505,0.8938144329896908,epl1516,103,1.8307856381087808
3754011,5795.549,3700.9519999999993,2094.5970000000007,63.86,96.59,61.68,1049,409,640,677,960,0.38989513822688276,0.6453765490943756,0.9151572926596759,epl1516,89,1.4429312581063554
3754010,5779.516,3700.4829999999993,2079.0330000000004,64.03,96.33,61.67,987,386,601,601,880,0.3910840932117528,0.6089159067882473,0.8915906788247214,epl1516,107,1.735041349116264
3754028,5811.217,3205.166,2606.0509999999995,55.15,96.85,53.42,949,433,516,631,848,0.45626975763962063,0.6649104320337197,0.8935721812434141,epl1516,101,1.8906776488206665
3753996,5716.055,3467.471000000001,2248.5839999999994,60.66,95.27,57.79,1032,431,601,660,929,0.4176356589147287,0.6395348837209303,0.9001937984496124,epl1516,103,1.7823152794601143
3754025,5655.477,3144.009999999998,2511.467000000002,55.59,94.26,52.4,969,431,538,623,868,0.44478844169246645,0.6429308565531475,0.8957688338493293,epl1516,101,1.9274809160305344
3754068,5792.463,3122.558999999997,2669.9040000000027,53.91,96.54,52.04,845,336,509,461,733,0.39763313609467454,0.5455621301775148,0.8674556213017751,epl1516,112,2.1521906225980016
3754056,5729.4130000000005,3575.974000000001,2153.4389999999994,62.41,95.49,59.6,1068,428,640,751,974,0.40074906367041196,0.7031835205992509,0.9119850187265918,epl1516,94,1.5771812080536913
3754040,5708.3240000000005,3664.4630000000025,2043.8609999999985,64.2,95.14,61.07,1066,426,640,683,973,0.399624765478424,0.6407129455909943,0.9127579737335835,epl1516,93,1.5228426395939085
3754074,5749.894,3467.405999999999,2282.488000000001,60.3,95.83,57.79,968,359,611,643,880,0.37086776859504134,0.6642561983471075,0.9090909090909091,epl1516,88,1.5227548018688355
3754076,5942.804,3246.974999999999,2695.829000000001,54.64,99.05,54.12,908,332,576,536,801,0.3656387665198238,0.5903083700440529,0.8821585903083701,epl1516,107,1.977087952697709
3754067,5784.317,3246.527999999998,2537.789000000002,56.13,96.41,54.11,925,376,549,569,817,0.4064864864864865,0.6151351351351352,0.8832432432432432,epl1516,108,1.995934208094622
3754079,5824.784,3513.581,2311.203,60.32,97.08,58.56,986,441,545,693,899,0.44726166328600403,0.7028397565922921,0.9117647058823529,epl1516,87,1.485655737704918
3754090,5650.947,3280.065999999998,2370.881000000002,58.04,94.18,54.67,888,348,540,565,793,0.3918918918918919,0.6362612612612613,0.8930180180180181,epl1516,95,1.7376989207975122
3754083,5770.953,3444.5249999999987,2326.428000000001,59.69,96.18,57.41,988,403,585,584,885,0.40789473684210525,0.5910931174089069,0.895748987854251,epl1516,103,1.7941125239505313
3754077,5985.327,3654.629000000002,2330.697999999998,61.06,99.76,60.91,1064,428,636,721,969,0.40225563909774437,0.6776315789473685,0.9107142857142857,epl1516,95,1.5596782137580036
3754060,5783.46,2933.349000000001,2850.110999999999,50.72,96.39,48.89,873,317,556,520,760,0.3631156930126002,0.5956471935853379,0.870561282932417,epl1516,113,2.3113111065657597
3754073,5843.4490000000005,3634.7,2208.7490000000007,62.2,97.39,60.58,964,424,540,598,851,0.43983402489626555,0.6203319502074689,0.8827800829875518,epl1516,113,1.8653020798943547
3754085,5701.584,3447.0060000000003,2254.5779999999995,60.46,95.03,57.45,1042,411,631,647,938,0.3944337811900192,0.6209213051823417,0.9001919385796545,epl1516,104,1.8102697998259356
3754047,5790.452,3625.698999999999,2164.753000000001,62.62,96.51,60.43,1082,367,715,744,979,0.3391866913123845,0.6876155268022182,0.9048059149722736,epl1516,103,1.7044514314082408
3754051,5780.9,3028.4479999999994,2752.452,52.39,96.35,50.47,892,365,527,394,772,0.40919282511210764,0.44170403587443946,0.8654708520179372,epl1516,120,2.3776500891618784
3754093,5779.404,3369.165,2410.2390000000005,58.3,96.32,56.15,992,363,631,524,875,0.3659274193548387,0.5282258064516129,0.8820564516129032,epl1516,117,2.0837043633125556
3754046,5659.311,3578.343999999999,2080.967000000001,63.23,94.32,59.64,983,395,588,651,889,0.40183112919633773,0.6622583926754833,0.9043743641912513,epl1516,94,1.5761234071093226
3754072,5652.173,3250.211000000002,2401.9619999999977,57.5,94.2,54.17,988,418,571,506,887,0.4230769230769231,0.5121457489878543,0.8977732793522267,epl1516,101,1.8645006461140852
3754082,5820.192,3765.908,2054.284000000001,64.7,97.0,62.77,1103,522,581,784,1023,0.4732547597461469,0.7107887579329103,0.927470534904805,epl1516,80,1.2744941851202802
3754106,6013.5560000000005,3364.566,2648.9900000000007,55.95,100.23,56.08,931,396,535,509,812,0.4253490870032223,0.5467239527389903,0.8721804511278195,epl1516,119,2.1219686162624822
3754099,5777.007,3115.5049999999987,2661.502000000001,53.93,96.28,51.93,868,339,529,450,756,0.39055299539170507,0.5184331797235023,0.8709677419354839,epl1516,112,2.156749470440978
3754098,5879.491,3389.766,2489.7250000000004,57.65,97.99,56.5,1065,421,644,722,949,0.39530516431924884,0.6779342723004694,0.8910798122065727,epl1516,116,2.0530973451327434
3754057,5653.336,3104.2030000000004,2549.133,54.91,94.22,51.74,981,375,606,561,862,0.382262996941896,0.5718654434250765,0.8786952089704383,epl1516,119,2.2999613451874756
3754112,5836.719999999999,3306.834,2529.8859999999995,56.66,97.28,55.11,993,400,593,548,880,0.4028197381671702,0.5518630412890232,0.8862034239677744,epl1516,113,2.0504445654146255
3754117,5726.379,3647.5719999999983,2078.8070000000016,63.7,95.44,60.79,1027,395,632,630,937,0.38461538461538464,0.6134371957156767,0.9123661148977604,epl1516,90,1.4805066622799803
3754104,5769.839,3207.807,2562.032,55.6,96.16,53.46,902,351,551,548,795,0.38913525498891355,0.6075388026607539,0.8813747228381374,epl1516,107,2.0014964459408904
3754054,5638.336,3441.487999999999,2196.8480000000013,61.04,93.97,57.36,993,472,522,684,911,0.47532729103726085,0.6888217522658611,0.9174219536757301,epl1516,82,1.4295676429567643
3754113,5938.724,3579.9079999999994,2358.8160000000007,60.28,98.98,59.67,981,391,590,563,882,0.3985728848114169,0.5739041794087666,0.8990825688073395,epl1516,99,1.6591251885369531
3754107,5678.111000000001,3570.851000000001,2107.26,62.89,94.64,59.51,1076,438,638,720,981,0.4070631970260223,0.6691449814126395,0.9117100371747212,epl1516,95,1.5963703579230382
3754105,5833.776,3273.235000000001,2560.540999999999,56.11,97.23,54.55,972,391,581,563,871,0.4022633744855967,0.5792181069958847,0.8960905349794238,epl1516,101,1.851512373968836
3754097,5730.290999999999,3681.131,2049.16,64.24,95.5,61.35,1084,392,692,696,992,0.36162361623616235,0.6420664206642066,0.915129151291513,epl1516,92,1.4995925020374898
3754102,5766.348,3322.2689999999984,2444.079000000001,57.61,96.11,55.37,919,395,524,568,829,0.42981501632208924,0.6180631120783461,0.9020674646354734,epl1516,90,1.6254289326350009
3754115,5712.858,2984.8630000000003,2727.995,52.25,95.21,49.75,928,433,495,542,803,0.4665948275862069,0.584051724137931,0.865301724137931,epl1516,125,2.512562814070352
3754148,5856.919,3446.2679999999987,2410.651000000001,58.84,97.62,57.44,832,319,513,459,718,0.38341346153846156,0.5516826923076923,0.8629807692307693,epl1516,114,1.9846796657381616
3754169,5859.117,3185.8860000000004,2673.231,54.37,97.65,53.1,975,397,578,565,871,0.40717948717948715,0.5794871794871795,0.8933333333333333,epl1516,104,1.9585687382297552
3754174,5798.116,3489.371,2308.745,60.18,96.64,58.16,1012,397,616,631,915,0.3922924901185771,0.6235177865612648,0.9041501976284585,epl1516,97,1.6678129298486934
3754185,5761.148,3137.7890000000016,2623.3589999999986,54.46,96.02,52.3,1013,443,570,466,895,0.43731490621915103,0.4600197433366239,0.8835143139190523,epl1516,118,2.2562141491395793
3754162,5917.826999999999,3455.6509999999985,2462.176000000001,58.39,98.63,57.59,941,329,612,570,835,0.34962805526036134,0.6057385759829969,0.8873538788522848,epl1516,106,1.8405973259246395
3754096,5767.584,3072.7740000000013,2694.8099999999986,53.28,96.13,51.21,859,350,509,464,755,0.4074505238649593,0.540162980209546,0.8789289871944121,epl1516,104,2.030853348955282
3754171,5655.734,3746.39,1909.344,66.24,94.26,62.44,1101,454,647,787,1014,0.4123524069028156,0.7148047229791099,0.9209809264305178,epl1516,87,1.393337604099936
3754119,5858.5650000000005,3144.188,2714.3770000000004,53.67,97.64,52.4,850,310,541,473,749,0.36470588235294116,0.5564705882352942,0.8811764705882353,epl1516,101,1.9274809160305344
3754126,5776.343000000001,3521.635,2254.7080000000005,60.97,96.27,58.69,1034,494,540,654,924,0.47775628626692457,0.632495164410058,0.8936170212765957,epl1516,110,1.8742545578463112
3754133,5647.996,3188.5910000000003,2459.405,56.46,94.13,53.14,918,307,611,472,823,0.3344226579520697,0.514161220043573,0.8965141612200436,epl1516,95,1.7877305231464058
3754167,5876.983,3614.341,2262.6420000000007,61.5,97.95,60.24,1123,490,633,828,1036,0.4363312555654497,0.7373107747105966,0.9225289403383793,epl1516,87,1.4442231075697212
3754145,5649.6630000000005,3622.616,2027.0470000000005,64.12,94.16,60.38,1183,541,642,870,1108,0.45731191885038036,0.73541842772612,0.9366018596787827,epl1516,75,1.2421331566743954
3754153,5834.125,3102.5960000000014,2731.528999999998,53.18,97.24,51.71,893,345,548,535,787,0.38633818589025753,0.5991041433370661,0.8812989921612542,epl1516,106,2.0498936375942756
3754143,5884.834,3331.4080000000004,2553.4259999999995,56.61,98.08,55.52,1028,409,619,570,919,0.3978599221789883,0.5544747081712063,0.8939688715953308,epl1516,109,1.9632564841498559
3754186,5601.733,3241.275000000001,2360.4579999999987,57.86,93.36,54.02,966,379,587,577,860,0.39233954451345754,0.5973084886128365,0.8902691511387164,epl1516,106,1.9622362088115513
3754130,5839.077,2957.1400000000003,2881.937,50.64,97.32,49.29,849,329,520,460,755,0.3875147232037691,0.541813898704358,0.889281507656066,epl1516,94,1.9070805437208358
3754188,5705.688,2980.931999999998,2724.756000000002,52.24,95.09,49.68,900,396,504,476,782,0.44,0.5288888888888889,0.8688888888888889,epl1516,118,2.3752012882447664
3754178,6133.059,3025.0940000000023,3107.964999999998,49.32,102.22,50.42,871,314,557,491,759,0.3605051664753157,0.563719862227325,0.8714121699196326,epl1516,112,2.221340737802459
3754157,6089.877,3815.729,2274.148,62.66,101.5,63.6,1082,460,622,663,984,0.42513863216266173,0.6127541589648798,0.9094269870609981,epl1516,98,1.540880503144654
3754166,5821.168,3181.452,2639.7159999999994,54.65,97.02,53.02,924,380,544,502,811,0.41125541125541126,0.5432900432900433,0.8777056277056277,epl1516,113,2.131271218408148
3754211,5755.615,3000.622999999999,2754.9920000000006,52.13,95.93,50.01,928,426,503,505,814,0.45905172413793105,0.5441810344827587,0.8771551724137931,epl1516,114,2.279544091181764
3754150,5826.093999999999,3454.963999999999,2371.13,59.3,97.1,57.58,979,376,603,694,892,0.3840653728294178,0.7088866189989785,0.9111338100102145,epl1516,87,1.5109412990621744
3754160,5827.468000000001,3633.079000000003,2194.388999999998,62.34,97.12,60.55,1056,460,596,744,975,0.4356060606060606,0.7045454545454546,0.9232954545454546,epl1516,81,1.337737407101569
3754218,5751.723,2892.721999999999,2859.001000000001,50.29,95.86,48.21,848,319,529,371,732,0.3761792452830189,0.4375,0.8632075471698113,epl1516,116,2.4061398050197056
3754217,5956.530000000001,3594.9480000000017,2361.581999999999,60.35,99.28,59.92,1046,452,594,742,957,0.4321223709369025,0.7093690248565966,0.9149139579349904,epl1516,89,1.485313751668892
3754205,5720.124,3686.6119999999983,2033.5120000000013,64.45,95.34,61.44,1129,459,670,844,1032,0.4065544729849424,0.7475642161204605,0.9140832595217007,epl1516,97,1.5787760416666667
3754221,5710.767,3782.365999999999,1928.401000000001,66.23,95.18,63.04,1106,412,694,679,1031,0.37251356238698013,0.6139240506329114,0.9321880650994575,epl1516,75,1.1897208121827412
3754198,5712.067999999999,3265.3459999999995,2446.722,57.17,95.2,54.42,946,423,523,564,819,0.44714587737843553,0.5961945031712473,0.8657505285412262,epl1516,127,2.3337008452774715
3754193,5779.261,3413.0600000000013,2366.200999999999,59.06,96.32,56.88,1116,492,624,748,1014,0.44086021505376344,0.6702508960573477,0.9086021505376344,epl1516,102,1.7932489451476792
3754222,5709.437,3098.304000000002,2611.132999999998,54.27,95.16,51.64,883,326,557,475,771,0.36919592298980747,0.5379388448471121,0.8731596828992072,epl1516,112,2.168861347792409
3754213,5914.685,3165.224999999997,2749.4600000000023,53.51,98.58,52.75,940,376,564,520,835,0.4,0.5531914893617021,0.8882978723404256,epl1516,105,1.990521327014218
3754212,5777.460999999999,3391.153999999999,2386.307,58.7,96.29,56.52,1005,363,642,706,915,0.3611940298507463,0.7024875621890547,0.9104477611940298,epl1516,90,1.592356687898089
3754223,5653.904,3144.2229999999986,2509.681000000002,55.61,94.23,52.4,904,303,601,529,807,0.33517699115044247,0.5851769911504425,0.8926991150442478,epl1516,97,1.851145038167939
3754197,5723.0650000000005,3263.591,2459.4740000000006,57.03,95.38,54.39,999,373,626,552,881,0.3733733733733734,0.5525525525525525,0.8818818818818819,epl1516,118,2.169516455230741
3754208,5766.101000000001,3414.9659999999994,2351.135000000001,59.22,96.1,56.92,1027,428,599,587,913,0.41674780915287246,0.5715676728334956,0.8889970788704966,epl1516,114,2.0028109627547432
3754204,5709.289000000001,3354.194999999999,2355.094000000002,58.75,95.15,55.9,958,393,565,585,861,0.4102296450939457,0.6106471816283925,0.8987473903966597,epl1516,97,1.7352415026833632
3754194,5824.901,3665.01,2159.891,62.92,97.08,61.08,951,376,575,719,869,0.3953732912723449,0.7560462670872765,0.9137749737118822,epl1516,82,1.3425016371971186
3754219,5903.397999999999,3142.188999999999,2761.2090000000003,53.23,98.39,52.37,918,355,563,603,817,0.3867102396514161,0.6568627450980392,0.8899782135076253,epl1516,101,1.928585067786901
3754254,5708.599,3658.960999999999,2049.6380000000013,64.1,95.14,60.98,1031,354,677,689,939,0.3433559650824442,0.6682832201745877,0.9107662463627546,epl1516,92,1.5086913742210561
3754230,5768.084000000001,3241.4140000000016,2526.669999999999,56.2,96.13,54.02,1039,401,638,633,930,0.3859480269489894,0.6092396535129933,0.8950914340712224,epl1516,109,2.0177711958533875
3754285,5970.377,3057.0849999999978,2913.292000000002,51.2,99.51,50.95,850,322,528,517,733,0.3788235294117647,0.6082352941176471,0.8623529411764705,epl1516,117,2.296368989205103
3754233,5910.313,3572.93,2337.3830000000003,60.45,98.51,59.55,1004,412,593,714,911,0.4103585657370518,0.7111553784860558,0.9073705179282868,epl1516,93,1.561712846347607
3754270,5789.264999999999,3484.503,2304.7619999999997,60.19,96.49,58.08,1035,388,647,693,923,0.3748792270531401,0.6695652173913044,0.8917874396135266,epl1516,112,1.928374655647383
3754237,5871.246999999999,3096.081999999999,2775.1650000000004,52.73,97.85,51.6,893,334,559,488,785,0.374020156774916,0.5464725643896976,0.8790593505039194,epl1516,108,2.093023255813953
3754257,5985.601000000001,3195.9249999999997,2789.6760000000013,53.39,99.76,53.27,977,403,574,595,858,0.4124872057318321,0.609007164790174,0.8781985670419652,epl1516,119,2.2339027595269383
3754266,5828.531999999999,2840.204999999999,2988.327,48.73,97.14,47.34,813,305,508,397,704,0.3751537515375154,0.4883148831488315,0.8659286592865929,epl1516,109,2.302492606675116
3754256,5645.878,3676.668000000001,1969.209999999999,65.12,94.1,61.28,1066,417,650,728,977,0.39118198874296434,0.6829268292682927,0.9165103189493433,epl1516,89,1.4523498694516972
3754288,5844.428,3022.4149999999995,2822.0130000000004,51.71,97.41,50.37,924,409,516,568,819,0.44264069264069267,0.6147186147186147,0.8863636363636364,epl1516,105,2.084574151280524
3754238,5862.259,3362.1900000000005,2500.0689999999995,57.35,97.7,56.04,989,388,601,593,881,0.3923154701718908,0.5995955510616785,0.890798786653185,epl1516,108,1.9271948608137046
3754269,5694.492,3731.506999999999,1962.9850000000013,65.53,94.91,62.19,1114,420,694,769,1022,0.3770197486535009,0.6903052064631957,0.9174147217235189,epl1516,92,1.4793375140697862
3754234,5618.987,3336.308000000002,2282.6789999999983,59.38,93.65,55.61,1026,375,651,636,919,0.3654970760233918,0.6198830409356725,0.8957115009746589,epl1516,107,1.924114367919439
3754246,5588.159,3640.302999999999,1947.856000000001,65.14,93.14,60.67,1184,609,575,858,1112,0.5143581081081081,0.7246621621621622,0.9391891891891891,epl1516,72,1.1867479808801713
3754296,5796.053,3596.3590000000004,2199.6939999999995,62.05,96.6,59.94,1132,478,654,794,1036,0.42226148409893993,0.7014134275618374,0.9151943462897526,epl1516,96,1.6016016016016017
3754273,5771.371999999999,3150.206,2621.166,54.58,96.19,52.5,896,341,555,521,790,0.38058035714285715,0.5814732142857143,0.8816964285714286,epl1516,106,2.019047619047619
3754263,5667.545,3440.3540000000007,2227.191,60.7,94.46,57.34,1007,412,595,526,905,0.40913604766633566,0.522343594836147,0.8987090367428004,epl1516,102,1.7788629229159398
3754268,5873.032999999999,3488.6369999999997,2384.396,59.4,97.88,58.14,975,380,595,644,879,0.38974358974358975,0.6605128205128206,0.9015384615384615,epl1516,96,1.6511867905056758
3754286,5903.895,3202.7830000000035,2701.111999999997,54.25,98.4,53.38,901,352,549,389,780,0.390677025527192,0.43174250832408434,0.8657047724750278,epl1516,121,2.266766579243162
3754291,5737.0,3149.439,2587.561,54.9,95.62,52.49,981,382,599,482,865,0.3893985728848114,0.49133537206931704,0.8817533129459735,epl1516,116,2.2099447513812156
3754283,5646.764999999999,3818.808000000001,1827.9569999999983,67.63,94.11,63.65,1089,411,678,796,1008,0.3774104683195592,0.7309458218549127,0.9256198347107438,epl1516,81,1.2725844461901021
3754235,5726.646,2908.980000000003,2817.6659999999965,50.8,95.44,48.48,807,281,526,444,698,0.34820322180916974,0.550185873605948,0.8649318463444857,epl1516,109,2.2483498349834985
3754279,5835.835999999999,3214.323999999999,2621.512,55.08,97.26,53.57,992,403,590,566,890,0.40625,0.5705645161290323,0.8971774193548387,epl1516,102,1.904050774687325
3754276,5821.1,2959.5030000000006,2861.597,50.84,97.02,49.33,955,422,533,461,822,0.4418848167539267,0.4827225130890052,0.8607329842931937,epl1516,133,2.6961281167646463
3754287,5727.029,3217.571000000001,2509.458,56.18,95.45,53.63,970,399,571,600,873,0.411340206185567,0.6185567010309279,0.9,epl1516,97,1.808689166511281
3754259,5780.602000000001,3303.577000000001,2477.025,57.15,96.34,55.06,1040,428,612,624,933,0.4115384615384615,0.6,0.8971153846153846,epl1516,107,1.9433345441336722
3754335,5958.371,3228.5229999999983,2729.848000000002,54.18,99.31,53.81,901,356,546,445,787,0.3951165371809101,0.4938956714761376,0.8734739178690344,epl1516,114,2.1185653224307748
3754298,5952.798000000001,3494.5380000000014,2458.2599999999998,58.7,99.21,58.24,976,401,575,624,882,0.4108606557377049,0.639344262295082,0.9036885245901639,epl1516,94,1.614010989010989
3754315,5764.16,3334.627000000001,2429.532999999999,57.85,96.07,55.58,1004,417,587,638,898,0.4153386454183267,0.6354581673306773,0.8944223107569721,epl1516,106,1.9071608492263405
3754330,5770.541,3428.37,2342.1710000000003,59.41,96.18,57.14,968,391,577,603,862,0.40392561983471076,0.6229338842975206,0.890495867768595,epl1516,106,1.8550927546377318
3754337,5729.231,3396.6260000000007,2332.604999999999,59.29,95.49,56.61,989,340,649,587,890,0.3437815975733064,0.5935288169868554,0.8998988877654196,epl1516,99,1.7488076311605723
3754297,5816.630999999999,3710.218999999999,2106.4120000000003,63.79,96.94,61.84,1046,396,650,652,965,0.37858508604206503,0.6233269598470363,0.9225621414913958,epl1516,81,1.3098318240620956
3754301,5767.989,3488.471,2279.518,60.48,96.13,58.14,1010,458,552,672,931,0.4534653465346535,0.6653465346534654,0.9217821782178218,epl1516,79,1.3587891296869625
